bugNames	pValues	log10PValues	xGroup	yGroup	xSampleSize	ySampleSize	meanXGroup	meanYGroup	pValuesAdjusted
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.983040342	0.007428659	FOb	HCCR	17	19	2.669880312	2.655354459	0.992778032
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.983649039	0.007159828	FOb	HCCR	17	19	0.635414709	0.629554832	0.992778032
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.986266413	-0.006005757	FOb	ICR	17	20	0.635414709	0.640665818	0.993204234
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.988331114	-0.005097532	DIO	LCCR	18	20	0.75999528	0.763930694	0.993204234
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.988459597	0.005041078	DIO	LCCR	18	20	0.184773205	0.182915301	0.993204234
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.988637778	0.004962798	Control	HCCR	18	19	3.556778433	3.552929495	0.993204234
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.991751371	-0.003597191	Control	ICR	18	20	3.556778433	3.559454238	0.995183036
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.995251097	0.002067335	FOb	ICR	17	20	10.15551923	10.15496917	0.996973558
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.995827612	-0.001815836	FOb	LCCR	17	20	6.103443073	6.104853759	0.996973558
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.999933722	2.88E-05	FOb	ICR	17	20	4.787103828	4.787069138	0.999933722
